题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
关于南宋词坛，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-030 宋代 南宋词坛,单选题,南宋词坛主要形成于明清,南宋词坛与中国古代文学史脉络无关,南宋词坛体现特定时期文学生产与审美观念,南宋词坛只存在于小说文体,C,,南宋词坛作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：南宋词坛,宋代,诗歌/散文/戏曲,5-030 宋代 南宋词坛,名词解释,,,,,,南宋词坛是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述南宋词坛在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-030 宋代 南宋词坛,简答题,,,,,,南宋词坛在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析南宋词坛的价值与影响。,宋代,诗歌/散文/戏曲,5-030 宋代 南宋词坛,论述题,,,,,,从文学史视角看，南宋词坛的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现南宋词坛特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-030 宋代 南宋词坛,作品赏析,,,,,,赏析宋代相关作品时，可围绕南宋词坛展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对南宋词坛的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于婉约词，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-040 宋代 婉约词,单选题,婉约词主要形成于明清,婉约词与中国古代文学史脉络无关,婉约词体现特定时期文学生产与审美观念,婉约词只存在于小说文体,C,,婉约词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于婉约词，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-040 宋代 婉约词,单选题,婉约词主要形成于明清,婉约词与中国古代文学史脉络无关,婉约词体现特定时期文学生产与审美观念,婉约词只存在于小说文体,C,,婉约词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：婉约词,宋代,诗歌/散文/戏曲,5-040 宋代 婉约词,名词解释,,,,,,婉约词是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述婉约词在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-040 宋代 婉约词,简答题,,,,,,婉约词在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析婉约词的价值与影响。,宋代,诗歌/散文/戏曲,5-040 宋代 婉约词,论述题,,,,,,从文学史视角看，婉约词的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现婉约词特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-040 宋代 婉约词,作品赏析,,,,,,赏析宋代相关作品时，可围绕婉约词展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对婉约词的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于豪放词，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-050 宋代 豪放词,单选题,豪放词主要形成于明清,豪放词与中国古代文学史脉络无关,豪放词体现特定时期文学生产与审美观念,豪放词只存在于小说文体,C,,豪放词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于豪放词，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-050 宋代 豪放词,单选题,豪放词主要形成于明清,豪放词与中国古代文学史脉络无关,豪放词体现特定时期文学生产与审美观念,豪放词只存在于小说文体,C,,豪放词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：豪放词,宋代,诗歌/散文/戏曲,5-050 宋代 豪放词,名词解释,,,,,,豪放词是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述豪放词在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-050 宋代 豪放词,简答题,,,,,,豪放词在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析豪放词的价值与影响。,宋代,诗歌/散文/戏曲,5-050 宋代 豪放词,论述题,,,,,,从文学史视角看，豪放词的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现豪放词特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-050 宋代 豪放词,作品赏析,,,,,,赏析宋代相关作品时，可围绕豪放词展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对豪放词的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于苏轼词，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-060 宋代 苏轼词,单选题,苏轼词主要形成于明清,苏轼词与中国古代文学史脉络无关,苏轼词体现特定时期文学生产与审美观念,苏轼词只存在于小说文体,C,,苏轼词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于苏轼词，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-060 宋代 苏轼词,单选题,苏轼词主要形成于明清,苏轼词与中国古代文学史脉络无关,苏轼词体现特定时期文学生产与审美观念,苏轼词只存在于小说文体,C,,苏轼词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：苏轼词,宋代,诗歌/散文/戏曲,5-060 宋代 苏轼词,名词解释,,,,,,苏轼词是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述苏轼词在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-060 宋代 苏轼词,简答题,,,,,,苏轼词在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析苏轼词的价值与影响。,宋代,诗歌/散文/戏曲,5-060 宋代 苏轼词,论述题,,,,,,从文学史视角看，苏轼词的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现苏轼词特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-060 宋代 苏轼词,作品赏析,,,,,,赏析宋代相关作品时，可围绕苏轼词展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对苏轼词的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于辛弃疾词，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-070 宋代 辛弃疾词,单选题,辛弃疾词主要形成于明清,辛弃疾词与中国古代文学史脉络无关,辛弃疾词体现特定时期文学生产与审美观念,辛弃疾词只存在于小说文体,C,,辛弃疾词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于辛弃疾词，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-070 宋代 辛弃疾词,单选题,辛弃疾词主要形成于明清,辛弃疾词与中国古代文学史脉络无关,辛弃疾词体现特定时期文学生产与审美观念,辛弃疾词只存在于小说文体,C,,辛弃疾词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：辛弃疾词,宋代,诗歌/散文/戏曲,5-070 宋代 辛弃疾词,名词解释,,,,,,辛弃疾词是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述辛弃疾词在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-070 宋代 辛弃疾词,简答题,,,,,,辛弃疾词在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析辛弃疾词的价值与影响。,宋代,诗歌/散文/戏曲,5-070 宋代 辛弃疾词,论述题,,,,,,从文学史视角看，辛弃疾词的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现辛弃疾词特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-070 宋代 辛弃疾词,作品赏析,,,,,,赏析宋代相关作品时，可围绕辛弃疾词展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对辛弃疾词的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于李清照词，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-080 宋代 李清照词,单选题,李清照词主要形成于明清,李清照词与中国古代文学史脉络无关,李清照词体现特定时期文学生产与审美观念,李清照词只存在于小说文体,C,,李清照词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于李清照词，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-080 宋代 李清照词,单选题,李清照词主要形成于明清,李清照词与中国古代文学史脉络无关,李清照词体现特定时期文学生产与审美观念,李清照词只存在于小说文体,C,,李清照词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：李清照词,宋代,诗歌/散文/戏曲,5-080 宋代 李清照词,名词解释,,,,,,李清照词是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述李清照词在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-080 宋代 李清照词,简答题,,,,,,李清照词在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析李清照词的价值与影响。,宋代,诗歌/散文/戏曲,5-080 宋代 李清照词,论述题,,,,,,从文学史视角看，李清照词的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现李清照词特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-080 宋代 李清照词,作品赏析,,,,,,赏析宋代相关作品时，可围绕李清照词展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对李清照词的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于柳永词，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-090 宋代 柳永词,单选题,柳永词主要形成于明清,柳永词与中国古代文学史脉络无关,柳永词体现特定时期文学生产与审美观念,柳永词只存在于小说文体,C,,柳永词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于柳永词，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-090 宋代 柳永词,单选题,柳永词主要形成于明清,柳永词与中国古代文学史脉络无关,柳永词体现特定时期文学生产与审美观念,柳永词只存在于小说文体,C,,柳永词作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：柳永词,宋代,诗歌/散文/戏曲,5-090 宋代 柳永词,名词解释,,,,,,柳永词是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述柳永词在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-090 宋代 柳永词,简答题,,,,,,柳永词在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析柳永词的价值与影响。,宋代,诗歌/散文/戏曲,5-090 宋代 柳永词,论述题,,,,,,从文学史视角看，柳永词的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现柳永词特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-090 宋代 柳永词,作品赏析,,,,,,赏析宋代相关作品时，可围绕柳永词展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对柳永词的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于欧阳修散文，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-100 宋代 欧阳修散文,单选题,欧阳修散文主要形成于明清,欧阳修散文与中国古代文学史脉络无关,欧阳修散文体现特定时期文学生产与审美观念,欧阳修散文只存在于小说文体,C,,欧阳修散文作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于欧阳修散文，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-100 宋代 欧阳修散文,单选题,欧阳修散文主要形成于明清,欧阳修散文与中国古代文学史脉络无关,欧阳修散文体现特定时期文学生产与审美观念,欧阳修散文只存在于小说文体,C,,欧阳修散文作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：欧阳修散文,宋代,诗歌/散文/戏曲,5-100 宋代 欧阳修散文,名词解释,,,,,,欧阳修散文是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述欧阳修散文在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-100 宋代 欧阳修散文,简答题,,,,,,欧阳修散文在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析欧阳修散文的价值与影响。,宋代,诗歌/散文/戏曲,5-100 宋代 欧阳修散文,论述题,,,,,,从文学史视角看，欧阳修散文的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现欧阳修散文特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-100 宋代 欧阳修散文,作品赏析,,,,,,赏析宋代相关作品时，可围绕欧阳修散文展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对欧阳修散文的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于江西诗派，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-110 宋代 江西诗派,单选题,江西诗派主要形成于明清,江西诗派与中国古代文学史脉络无关,江西诗派体现特定时期文学生产与审美观念,江西诗派只存在于小说文体,C,,江西诗派作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于江西诗派，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-110 宋代 江西诗派,单选题,江西诗派主要形成于明清,江西诗派与中国古代文学史脉络无关,江西诗派体现特定时期文学生产与审美观念,江西诗派只存在于小说文体,C,,江西诗派作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：江西诗派,宋代,诗歌/散文/戏曲,5-110 宋代 江西诗派,名词解释,,,,,,江西诗派是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
简答：请概述江西诗派在宋代文学中的主要特点。,宋代,诗歌/散文/戏曲,5-110 宋代 江西诗派,简答题,,,,,,江西诗派在宋代文学中的主要特点可概括为三点：其一，题材与主题紧密回应时代政治文化语境，表现出鲜明历史性；其二，艺术表达在语言、结构与修辞上形成相对稳定风格，并与前代传统产生继承和变革关系；其三，对后续文学演进具有承前启后作用，常成为后代作家借鉴或反思的对象。作答时可结合代表作家与文本进行说明。,,中等,0,0,0,0,否,
论述：结合文学史背景分析江西诗派的价值与影响。,宋代,诗歌/散文/戏曲,5-110 宋代 江西诗派,论述题,,,,,,从文学史视角看，江西诗派的价值体现在“时代表达、文体建构、传统传承”三个层面。首先，它回应了宋代社会思想与文化结构变化，使文学成为时代经验的审美呈现；其次，它推动相关文体在叙事方式、抒情机制或批评话语上的成熟，形成可识别的艺术范式；再次，它通过经典文本传播进入后世文学记忆，持续影响创作趣味与评价标准。分析时应兼顾历史语境、文本细读与接受史证据。,,中等,0,0,0,0,否,
作品赏析：请赏析体现江西诗派特征的代表作品片段。,宋代,诗歌/散文/戏曲,5-110 宋代 江西诗派,作品赏析,,,,,,赏析宋代相关作品时，可围绕江西诗派展开：先指出作品的主题立意与情感基调，再分析其艺术手法，如意象经营、语言节奏、叙述视角或结构安排，最后评估其文学史意义。若能说明作品如何体现时代精神并与同类文本形成差异，将更能凸显对江西诗派的深入理解。答案应做到观点明确、分析有据、结论完整。,,中等,0,0,0,0,否,
关于宋代话本，下列说法正确的是（第1题）？,宋代,诗歌/散文/戏曲,5-120 宋代 宋代话本,单选题,宋代话本主要形成于明清,宋代话本与中国古代文学史脉络无关,宋代话本体现特定时期文学生产与审美观念,宋代话本只存在于小说文体,C,,宋代话本作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
关于宋代话本，下列说法正确的是（第2题）？,宋代,诗歌/散文/戏曲,5-120 宋代 宋代话本,单选题,宋代话本主要形成于明清,宋代话本与中国古代文学史脉络无关,宋代话本体现特定时期文学生产与审美观念,宋代话本只存在于小说文体,C,,宋代话本作为文学史知识点，通常与特定历史阶段的思想、文体和作家群体相关，能够反映该时期文学生产机制与审美取向的变化。A项时代判断失真，B项否认文学史关联明显错误，D项把知识点局限到单一文体也不成立。因此根据文学史基本逻辑，答案是C。,中等,0,0,0,0,否,
名词解释：宋代话本,宋代,诗歌/散文/戏曲,5-120 宋代 宋代话本,名词解释,,,,,,宋代话本是中国古代文学史中的核心术语，指在宋代文学发展过程中形成的具有稳定内涵的现象或范畴。其意义体现在：第一，它概括了该时期重要的创作倾向与文体特征；第二，它连接作家、作品与时代文化背景，具有知识组织功能；第三，它对后世文学接受与批评话语产生持续影响。答题时应从概念界定、核心特征与文学史价值三方面展开。,,中等,0,0,0,0,否,
