题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
盛唐诗歌在题材上的一个重要特点是,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,题材丰富表现社会生活与自然景物,只写宫廷生活,只写战争生活,只写隐逸生活,A,题材丰富表现社会生活与自然景物,盛唐诗歌题材广泛包括山水田园边塞社会生活等其余选项均不符合文学史实际,简单,,,,0,No,
中唐诗歌在文学思想上的重要变化是,隋唐,诗歌,4-030 唐代 中唐诗歌,单选题,更加关注现实社会问题,完全继承盛唐诗风,只写山水景物,脱离社会现实,A,更加关注现实社会问题,中唐诗歌在安史之乱后逐渐加强现实关怀表现社会矛盾其余选项均不符合文学史事实,中等,,,,0,No,
中唐诗歌现实主义创作的重要代表诗人是,隋唐,诗歌,4-030 唐代 中唐诗歌,单选题,白居易,李白,王维,高适,A,白居易,白居易提倡诗歌反映社会现实成为中唐现实主义诗歌代表其余选项均为盛唐诗人,简单,,,,0,No,
晚唐诗歌情调变化的重要社会原因之一是,隋唐,诗歌,4-040 唐代 晚唐诗歌,单选题,社会动荡与国势衰微,国家强盛经济繁荣,社会长期稳定,文化高度统一,A,社会动荡与国势衰微,晚唐社会政治衰败导致诗歌情调趋于感伤其余选项均不符合历史背景,中等,,,,0,No,
山水田园诗派的形成与哪一思想传统关系密切,隋唐,诗歌,4-050 唐代 山水田园诗派,单选题,隐逸思想与自然审美意识,军事文化传统,宫廷礼乐传统,史传文学传统,A,隐逸思想与自然审美意识,山水田园诗派与隐逸思想和自然审美意识密切相关其余选项均不符合文学史实际,中等,,,,0,No,
山水田园诗派诗歌的艺术境界通常表现为,隋唐,诗歌,4-050 唐代 山水田园诗派,单选题,意境清远语言清新,气势雄浑豪迈,辞采华丽绮丽,情感激烈奔放,A,意境清远语言清新,山水田园诗派以清新自然意境深远著称其余选项均不符合该诗派特点,简单,,,,0,No,
边塞诗在艺术风格上的重要特点是,隋唐,诗歌,4-060 唐代 边塞诗派,单选题,气势雄浑豪迈奔放,语言绮丽柔靡,风格平淡自然,情调感伤,A,气势雄浑豪迈奔放,边塞诗多表现军旅豪情气势雄浑其余选项均不符合其艺术特点,简单,,,,0,No,
李白诗歌的浪漫主义特征主要体现在,隋唐,诗歌,4-070 唐代 李白诗歌,单选题,想象奇特夸张大胆,完全写实描写,语言极其平淡,只描写宫廷生活,A,想象奇特夸张大胆,李白诗歌富于浪漫主义想象善用夸张手法其余选项均不符合其诗歌特点,中等,,,,0,No,
唐代诗人陈子昂在初唐诗歌革新中的重要作用是,隋唐,诗歌,4-010 唐代 初唐诗歌,单选题,提倡复古反对宫体诗风,建立词体文学传统,推动传奇小说发展,发展骈文写作,A,提倡复古反对宫体诗风,陈子昂主张恢复汉魏风骨反对齐梁以来绮靡诗风为盛唐诗歌发展奠定基础其余选项均不符合其文学主张,中等,,,,0,No,
陈子昂诗歌在文学史上的主要艺术特点是,隋唐,诗歌,4-010 唐代 初唐诗歌,单选题,风格雄健内容深沉,辞采极其华丽,只描写宫廷生活,完全模仿民歌,A,风格雄健内容深沉,陈子昂诗歌追求汉魏风骨风格雄健深沉其余选项均不符合其诗歌特点,中等,,,,0,No,
盛唐诗歌气象宏阔的重要文学原因之一是,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,诗歌艺术传统的长期积累,小说创作成熟,戏曲艺术形成,词体文学兴起,A,诗歌艺术传统的长期积累,盛唐诗歌是在汉魏六朝诗歌基础上发展而来的艺术积累的结果其余选项均为后世文学现象,中等,,,,0,No,
盛唐诗歌的艺术风格总体上可以概括为,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,雄浑开阔气象宏大,绮丽柔靡,语言晦涩难懂,内容单一,A,雄浑开阔气象宏大,盛唐诗歌气象宏阔体现盛唐时代精神其余选项均不符合文学史评价,简单,,,,0,No,
中唐诗歌发展的一个重要文学现象是,隋唐,诗歌,4-030 唐代 中唐诗歌,单选题,现实主义诗歌创作加强,宫体诗重新兴盛,诗歌完全脱离社会现实,山水诗完全消失,A,现实主义诗歌创作加强,中唐诗人更加关注社会现实强化现实主义精神其余选项均不符合文学史事实,中等,,,,0,No,
中唐诗歌创作中反映社会现实最突出的诗人是,隋唐,诗歌,4-030 唐代 中唐诗歌,单选题,白居易,李白,王维,孟浩然,A,白居易,白居易倡导现实主义诗歌创作强调诗歌反映社会现实其余选项均为盛唐诗人,简单,,,,0,No,
晚唐诗歌艺术风格变化的重要文化背景是,隋唐,诗歌,4-040 唐代 晚唐诗歌,单选题,社会衰败与时代感伤情绪,国家强盛文化繁荣,政治稳定社会安定,文学完全依附经学,A,社会衰败与时代感伤情绪,晚唐社会动荡导致诗歌情调趋于感伤其余选项均不符合文学史背景,中等,,,,0,No,
晚唐诗歌在艺术风格上的典型特点是,隋唐,诗歌,4-040 唐代 晚唐诗歌,单选题,语言精致情调感伤,气势雄浑豪迈,风格平淡自然,内容单一,A,语言精致情调感伤,晚唐诗歌多表现衰世情绪语言精致含蓄其余选项均不符合文学史实际,中等,,,,0,No,
王维山水诗在艺术表现上的重要特色是,隋唐,诗歌,4-090 唐代 王维诗歌,单选题,诗画结合意境空灵,气势豪迈奔放,辞采极其华丽,语言极其质朴,A,诗画结合意境空灵,王维诗歌常以画意入诗形成诗中有画的艺术境界其余选项均不符合其艺术特点,中等,,,,0,No,
王维诗歌在中国文学史上的重要地位是,隋唐,诗歌,4-090 唐代 王维诗歌,单选题,山水田园诗派代表诗人,边塞诗派代表诗人,宫体诗代表诗人,传奇小说代表作家,A,山水田园诗派代表诗人,王维是盛唐山水田园诗派代表人物其余选项均不符合文学史事实,简单,,,,0,No,
岑参诗歌在艺术表现上的重要特点之一是,隋唐,诗歌,4-100 唐代 高适岑参诗歌,单选题,想象奇特气势雄奇,语言极其平淡,辞采柔美细腻,专写宫廷生活,A,想象奇特气势雄奇,岑参诗歌富于想象气势雄奇表现边塞壮丽景象其余选项均不符合其诗歌特点,中等,,,,0,No,
高适诗歌在边塞诗派中的艺术特点是,隋唐,诗歌,4-100 唐代 高适岑参诗歌,单选题,关注军旅现实情感沉郁,语言绮丽柔美,只写爱情故事,完全模仿民歌,A,关注军旅现实情感沉郁,高适边塞诗多描写军旅生活关注士兵命运其余选项均不符合其诗歌特点,中等,,,,0,No,
白居易诗歌创作的重要文学主张之一是,隋唐,诗歌,4-110 唐代 白居易诗歌,单选题,诗歌应反映现实关心民生,诗歌只追求艺术技巧,诗歌只描写自然景物,诗歌完全模仿古体,A,诗歌应反映现实关心民生,白居易强调诗歌应反映社会现实关心人民生活其余选项均不符合其文学主张,中等,,,,0,No,
白居易诗歌语言风格的重要特点是,隋唐,诗歌,4-110 唐代 白居易诗歌,单选题,通俗平易易于理解,辞采华丽复杂,语言极其晦涩,大量使用典故,A,通俗平易易于理解,白居易主张诗歌应通俗易懂其余选项均不符合其艺术风格,简单,,,,0,No,
新乐府运动在文学史上的重要意义是,隋唐,诗歌,4-120 唐代 新乐府运动,单选题,推动现实主义诗歌发展,确立格律诗体系,发展宫体诗风格,推动戏曲文学,A,推动现实主义诗歌发展,新乐府运动强调诗歌反映现实社会问题其余选项均不符合文学史事实,中等,,,,0,No,
韩愈在唐代文学史上的重要贡献是,隋唐,散文,4-130 唐代 古文运动,单选题,倡导古文运动反对骈文,建立小说理论体系,发展词体文学,推动戏曲文学,A,倡导古文运动反对骈文,韩愈主张恢复先秦两汉散文传统反对骈文其余选项均不符合文学史事实,中等,,,,0,No,
柳宗元在古文运动中的文学贡献主要体现在,隋唐,散文,4-130 唐代 古文运动,单选题,散文创作成就突出,建立诗歌格律理论,发展传奇小说,确立词体文学,A,散文创作成就突出,柳宗元散文艺术成就极高是古文运动重要代表其余选项均不符合事实,中等,,,,0,No,
唐传奇在文学史上的主要艺术特点之一是,隋唐,小说,4-140 唐代 唐传奇,单选题,情节完整人物鲜明,完全记录历史事实,没有虚构情节,只写宫廷生活,A,情节完整人物鲜明,唐传奇在情节结构与人物塑造方面较为成熟其余选项均不符合文学史事实,中等,,,,0,No,
唐传奇对中国小说发展的重要影响是,隋唐,小说,4-140 唐代 唐传奇,单选题,推动文言小说走向成熟,确立章回小说形式,建立戏曲文学体系,发展词体文学,A,推动文言小说走向成熟,唐传奇标志文言小说走向成熟其余选项均为后世文学现象,中等,,,,0,No,
唐诗艺术高度成熟的重要表现之一是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,体裁多样艺术技巧丰富,只有一种诗体形式,完全采用散文结构,只写历史故事,A,体裁多样艺术技巧丰富,唐诗在体裁语言和表现手法方面高度成熟其余选项均不符合文学史事实,简单,,,,0,No,
唐诗意境创造的重要特点是,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,含蓄深远富于表现力,语言极其复杂,只重辞藻不重内容,结构极其松散,A,含蓄深远富于表现力,唐诗善于创造含蓄深远的艺术意境其余选项均不符合其艺术特点,中等,,,,0,No,
唐诗在中国文学史上的地位通常被评价为,隋唐,诗歌,4-150 唐代 唐诗艺术特色,单选题,中国古典诗歌发展的高峰,中国小说发展的高峰,中国戏曲发展的高峰,中国词的发展高峰,A,中国古典诗歌发展的高峰,唐诗被普遍认为是中国诗歌艺术发展的高峰其余选项均不准确,简单,,,,0,No,
盛唐诗歌繁荣的重要文学基础之一是,隋唐,诗歌,4-020 唐代 盛唐诗歌,单选题,初唐诗歌革新奠定基础,小说艺术成熟,戏曲文学发展,词体文学兴盛,A,初唐诗歌革新奠定基础,初唐诗歌革新推动诗风转变为盛唐诗歌繁荣奠定基础其余选项均不符合文学史事实,中等,,,,0,No,
杜甫诗歌艺术成就的重要表现之一是,隋唐,诗歌,4-080 唐代 杜甫诗歌,单选题,叙事与抒情结合表现现实,完全使用夸张手法,语言极其华丽,只描写山水景物,A,叙事与抒情结合表现现实,杜甫诗歌常通过叙事与抒情结合反映社会现实其余选项均不符合其诗歌艺术特点,中等,,,,0,No,
李白诗歌浪漫主义精神的重要表现是,隋唐,诗歌,4-070 唐代 李白诗歌,单选题,想象丰富夸张大胆,完全写实描写,语言极其平淡,只写宫廷生活,A,想象丰富夸张大胆,李白诗歌富于浪漫主义想象常运用夸张手法其余选项均不符合其诗歌特点,中等,,,,0,No,
下列关于宋词发展阶段的表述最符合文学史实际的一项是,宋,诗歌,5-010 宋代 宋词发展,单选题,宋词始终保持晚唐五代风格没有变化,宋词由晚唐五代词发展并在宋代达到艺术高峰,宋词在宋代逐渐衰落,宋词主要模仿汉赋形式,B,宋词由晚唐五代词发展并在宋代达到艺术高峰,宋词起源于晚唐五代在宋代得到充分发展并达到艺术高峰其余选项均不符合文学史事实,中等,,,,0,No,
北宋词坛形成的重要文学背景之一是,宋,诗歌,5-020 宋代 北宋词坛,单选题,城市经济繁荣市民文化发展,佛教文学成为主流,小说完全取代诗歌,戏曲文学成熟,A,城市经济繁荣市民文化发展,北宋城市经济繁荣市民文化发展为词的发展提供了重要社会基础其余选项均不符合文学史背景,中等,,,,0,No,
北宋词坛在文学史上的重要特点是,宋,诗歌,5-020 宋代 北宋词坛,单选题,词体逐渐成熟风格多样,词体完全衰落,词只用于宗教活动,词主要用于历史叙事,A,词体逐渐成熟风格多样,北宋词坛出现多种艺术风格推动词体发展成熟其余选项均不符合文学史事实,中等,,,,0,No,
南宋词坛在艺术风格上的重要变化是,宋,诗歌,5-030 宋代 南宋词坛,单选题,词风趋于沉郁感慨家国兴亡,词风完全回归宫体诗,词体完全衰落,词主要用于宗教活动,A,词风趋于沉郁感慨家国兴亡,南宋由于国势衰弱词中多表现家国之思与历史感慨其余选项均不符合文学史实际,中等,,,,0,No,
南宋词坛形成的重要历史背景是,宋,诗歌,5-030 宋代 南宋词坛,单选题,国家分裂与民族危机加深,国家统一国力强盛,社会极度稳定,文学完全脱离现实,A,国家分裂与民族危机加深,南宋处于民族危机与国家分裂背景下词人多抒发家国之思其余选项均不符合历史背景,中等,,,,0,No,
婉约词在艺术风格上的主要特点是,宋,诗歌,5-040 宋代 婉约词,单选题,语言含蓄情感细腻,气势雄浑豪迈,题材多写战争,风格极其粗犷,A,语言含蓄情感细腻,婉约词以情感细腻语言柔美见长其余选项均不符合该词风特点,简单,,,,0,No,
婉约词在题材上的常见内容是,宋,诗歌,5-040 宋代 婉约词,单选题,离情别绪与爱情生活,战争边塞生活,历史叙事,政治议论,A,离情别绪与爱情生活,婉约词多表现爱情离别与个人情感其余选项均不符合其主要题材,简单,,,,0,No,
豪放词在艺术风格上的突出特点是,宋,诗歌,5-050 宋代 豪放词,单选题,气势豪迈境界开阔,语言柔美细腻,题材极其狭窄,只写爱情生活,A,气势豪迈境界开阔,豪放词以气势雄浑境界开阔著称其余选项均不符合豪放词特点,简单,,,,0,No,
豪放词在题材上的重要特点是,宋,诗歌,5-050 宋代 豪放词,单选题,内容广泛包括政治理想与人生抱负,只写闺情,只写宫廷生活,只写山水,A,内容广泛包括政治理想与人生抱负,豪放词常表现政治理想历史感慨和人生抱负其余选项均不符合文学史事实,中等,,,,0,No,
苏轼词在宋词发展史上的重要意义是,宋,诗歌,5-060 宋代 苏轼词,单选题,开拓词的题材与艺术境界,确立婉约词传统,建立词牌体系,发展传奇小说,A,开拓词的题材与艺术境界,苏轼扩大词的表现范围推动词体由婉约向豪放发展其余选项均不符合文学史事实,中等,,,,0,No,
苏轼词在艺术风格上的主要特点是,宋,诗歌,5-060 宋代 苏轼词,单选题,豪放旷达境界开阔,语言极其柔美,只写爱情生活,完全模仿唐诗,A,豪放旷达境界开阔,苏轼词突破传统婉约风格形成豪放旷达的艺术境界其余选项均不符合其词风特点,中等,,,,0,No,
辛弃疾词在思想内容上的突出特点是,宋,诗歌,5-070 宋代 辛弃疾词,单选题,强烈的爱国情怀与恢复理想,只写爱情生活,完全描写山水景物,只写隐逸生活,A,强烈的爱国情怀与恢复理想,辛弃疾词多表现抗金理想和爱国情怀其余选项均不符合文学史事实,中等,,,,0,No,
辛弃疾词在艺术风格上的重要特点是,宋,诗歌,5-070 宋代 辛弃疾词,单选题,气势豪迈语言雄健,语言柔美细腻,内容单一,完全模仿婉约词,A,气势豪迈语言雄健,辛弃疾词在豪放词传统基础上形成雄健激昂的艺术风格其余选项均不符合其词风特点,中等,,,,0,No,
李清照词在艺术风格上的主要特点是,宋,诗歌,5-080 宋代 李清照词,单选题,情感细腻语言清新,气势豪迈雄浑,只写战争生活,完全模仿豪放词,A,情感细腻语言清新,李清照词以情感细腻语言清新著称其余选项均不符合其艺术特点,简单,,,,0,No,
李清照词在文学史上的重要地位是,宋,诗歌,5-080 宋代 李清照词,单选题,婉约词的重要代表作家,豪放词代表作家,边塞诗代表作家,山水诗代表作家,A,婉约词的重要代表作家,李清照是宋代婉约词最重要的代表人物之一其余选项均不符合文学史事实,简单,,,,0,No,
柳永词在宋词发展史上的重要贡献是,宋,诗歌,5-090 宋代 柳永词,单选题,扩大慢词创作推动词体发展,建立诗歌格律,发展小说艺术,确立豪放词传统,A,扩大慢词创作推动词体发展,柳永大量创作慢词推动宋词形式发展其余选项均不符合文学史事实,中等,,,,0,No,
柳永词在艺术风格上的重要特点是,宋,诗歌,5-090 宋代 柳永词,单选题,语言通俗善写离情别绪,气势雄浑豪迈,内容多写战争,完全模仿唐诗,A,语言通俗善写离情别绪,柳永词语言通俗多写离情别绪深受市民欢迎其余选项均不符合其词风特点,中等,,,,0,No,
欧阳修散文在文学史上的重要意义是,宋,散文,5-100 宋代 欧阳修散文,单选题,推动古文运动进一步发展,建立戏曲文学传统,发展传奇小说,确立词体文学,A,推动古文运动进一步发展,欧阳修继承唐代古文传统推动宋代散文发展其余选项均不符合文学史事实,中等,,,,0,No,
欧阳修散文的艺术特点之一是,宋,散文,5-100 宋代 欧阳修散文,单选题,语言平易自然结构严谨,辞采极其华丽,完全模仿骈文,内容单一,A,语言平易自然结构严谨,欧阳修散文语言自然结构严谨具有较高文学价值其余选项均不符合其艺术特点,中等,,,,0,No,
江西诗派在宋代文学史上的重要特点是,宋,诗歌,5-110 宋代 江西诗派,单选题,重视诗法讲求炼字炼句,完全模仿唐诗,只写山水景物,内容极其单一,A,重视诗法讲求炼字炼句,江西诗派强调诗歌技巧讲求炼字炼句其余选项均不符合文学史事实,中等,,,,0,No,
江西诗派形成的重要文学背景是,宋,诗歌,5-110 宋代 江西诗派,单选题,重视诗歌技巧与诗学理论,词体文学发展,戏曲艺术成熟,小说繁荣,A,重视诗歌技巧与诗学理论,江西诗派重视诗歌技法和诗学理论研究其余选项均不符合文学史背景,中等,,,,0,No,
宋代话本在文学史上的体裁属于,宋,小说,5-120 宋代 宋代话本,单选题,白话小说,诗歌,散文,戏曲,A,白话小说,宋代话本属于早期白话小说形式其余选项均不正确,简单,,,,0,No,
宋代话本形成的重要社会背景之一是,宋,小说,5-120 宋代 宋代话本,单选题,城市市民文化的发展,宫廷文学繁荣,佛教文学兴盛,诗歌完全衰落,A,城市市民文化的发展,宋代城市经济繁荣市民文化兴盛推动话本发展其余选项均不符合文学史事实,中等,,,,0,No,
宋代话本在艺术表现上的重要特点是,宋,小说,5-120 宋代 宋代话本,单选题,情节生动语言通俗,结构极其简单,完全记录历史事实,只写宫廷生活,A,情节生动语言通俗,宋代话本语言通俗情节生动体现市民文学特点其余选项均不符合其艺术特点,简单,,,,0,No,
宋词在中国文学史上的总体地位通常被认为是,宋,诗歌,5-010 宋代 宋词发展,单选题,词体文学发展的高峰,小说发展的高峰,戏曲文学发展的高峰,散文发展的高峰,A,词体文学发展的高峰,宋词在艺术形式与思想内容上高度成熟被认为是词体文学发展的高峰其余选项均不符合文学史评价,中等,,,,0,No,
北宋词坛在文学史上的一个重要现象是,宋,诗歌,5-020 宋代 北宋词坛,单选题,词逐渐从歌筵娱乐走向文人抒情,词完全用于宗教仪式,词完全模仿唐诗形式,词只用于宫廷音乐,A,词逐渐从歌筵娱乐走向文人抒情,北宋时期词逐渐由歌筵娱乐性质转变为文人抒情的重要文学体裁其余选项均不符合文学史事实,中等,,,,0,No,
北宋词坛形成多样风格的重要原因之一是,宋,诗歌,5-020 宋代 北宋词坛,单选题,文人参与词的创作并扩大词的题材,词体逐渐消亡,词只保留宫廷用途,小说取代词成为主流,A,文人参与词的创作并扩大词的题材,北宋文人大量参与词的创作使词的题材和艺术表现更加丰富其余选项均不符合文学史实际,中等,,,,0,No,
南宋词坛在思想情感上的突出特点是,宋,诗歌,5-030 宋代 南宋词坛,单选题,多表现家国之痛与历史感慨,只描写爱情生活,完全脱离社会现实,只写隐逸生活,A,多表现家国之痛与历史感慨,南宋词坛由于民族危机加深许多词人作品表现强烈的家国之思其余选项均不符合文学史事实,中等,,,,0,No,
南宋词坛形成沉郁风格的重要历史原因是,宋,诗歌,5-030 宋代 南宋词坛,单选题,民族危机与政治动荡,国家强盛社会稳定,文学完全脱离现实,诗歌完全衰落,A,民族危机与政治动荡,南宋时期政治动荡民族矛盾加剧使词风趋于沉郁感慨其余选项均不符合历史背景,中等,,,,0,No,
婉约词在语言风格上的主要特点之一是,宋,诗歌,5-040 宋代 婉约词,单选题,语言清丽含蓄,气势雄浑豪迈,语言极其粗犷,内容多写战争,A,语言清丽含蓄,婉约词强调语言清丽含蓄表达细腻情感其余选项均不符合婉约词特点,简单,,,,0,No,
婉约词在艺术表现上的重要特征是,宋,诗歌,5-040 宋代 婉约词,单选题,注重细腻情感与柔美意境,气势宏大雄壮,题材极其单一,完全模仿唐诗,A,注重细腻情感与柔美意境,婉约词多表现细腻情感与柔美意境其余选项均不符合文学史实际,简单,,,,0,No,
豪放词在宋词发展史上的重要意义是,宋,诗歌,5-050 宋代 豪放词,单选题,扩大词的题材与表现境界,使词完全回归音乐形式,使词只用于宫廷演唱,使词体逐渐衰落,A,扩大词的题材与表现境界,豪放词突破传统婉约词限制扩大词的表现内容其余选项均不符合文学史事实,中等,,,,0,No,
豪放词在艺术风格上的一个重要特点是,宋,诗歌,5-050 宋代 豪放词,单选题,气势雄浑情感奔放,语言极其柔美,内容单一,只写爱情故事,A,气势雄浑情感奔放,豪放词以气势雄浑情感奔放著称其余选项均不符合其艺术特点,简单,,,,0,No,
苏轼词在宋词发展史上的突出贡献之一是,宋,诗歌,5-060 宋代 苏轼词,单选题,突破词的题材限制拓展艺术境界,建立词牌体系,确立婉约词传统,发展传奇小说,A,突破词的题材限制拓展艺术境界,苏轼扩大词的表现范围使词成为表达多种思想情感的重要文学形式其余选项均不符合文学史事实,中等,,,,0,No,
苏轼词的艺术风格通常被概括为,宋,诗歌,5-060 宋代 苏轼词,单选题,旷达豪放意境开阔,柔美细腻,语言极其华丽,完全模仿民歌,A,旷达豪放意境开阔,苏轼词以旷达豪放著称形成豪放词的重要传统其余选项均不符合其艺术风格,中等,,,,0,No,
辛弃疾词在文学史上的重要意义是,宋,诗歌,5-070 宋代 辛弃疾词,单选题,将豪放词发展到新的高度,确立婉约词传统,建立诗歌格律体系,推动小说发展,A,将豪放词发展到新的高度,辛弃疾继承并发展苏轼词风使豪放词达到新的艺术高度其余选项均不符合文学史事实,中等,,,,0,No,
辛弃疾词在艺术表现上的一个重要特点是,宋,诗歌,5-070 宋代 辛弃疾词,单选题,气势激昂语言雄健,语言极其柔美,内容单一,只写山水景物,A,气势激昂语言雄健,辛弃疾词多表现激昂情感语言雄健有力其余选项均不符合其艺术特点,中等,,,,0,No,
李清照词在宋代词坛的重要地位是,宋,诗歌,5-080 宋代 李清照词,单选题,婉约词的杰出代表,豪放词代表作家,边塞诗代表诗人,山水诗代表诗人,A,婉约词的杰出代表,李清照是宋代婉约词最重要的代表人物之一其余选项均不符合文学史事实,简单,,,,0,No,
李清照词在艺术表现上的一个突出特点是,宋,诗歌,5-080 宋代 李清照词,单选题,情感细腻语言清新,气势雄浑豪迈,内容多写战争,完全模仿豪放词,A,情感细腻语言清新,李清照词以细腻情感和清新语言著称其余选项均不符合其艺术特点,简单,,,,0,No,
柳永词在文学史上的重要贡献是,宋,诗歌,5-090 宋代 柳永词,单选题,推动慢词创作的发展,建立格律诗体系,发展戏曲文学,推动小说发展,A,推动慢词创作的发展,柳永大量创作慢词扩大了宋词形式与表现内容其余选项均不符合文学史事实,中等,,,,0,No,
柳永词在艺术风格上的主要特点是,宋,诗歌,5-090 宋代 柳永词,单选题,善写离情别绪语言通俗,气势豪迈雄浑,内容多写战争,完全模仿唐诗,A,善写离情别绪语言通俗,柳永词多写离情别绪并采用通俗语言深受市民欢迎其余选项均不符合其词风特点,中等,,,,0,No,
江西诗派在宋代诗歌发展中的一个重要特点是,宋,诗歌,5-110 宋代 江西诗派,单选题,强调诗法讲求炼字炼句,完全模仿唐诗风格,只写山水景物,内容极其单一,A,强调诗法讲求炼字炼句,江西诗派强调诗歌技法注重锤炼字句讲求诗法其余选项均不符合文学史事实,中等,,,,0,No,
江西诗派形成的重要文学背景之一是,宋,诗歌,5-110 宋代 江西诗派,单选题,诗学理论的发展与诗歌技法意识增强,戏曲文学成熟,小说创作繁荣,词体文学衰落,A,诗学理论的发展与诗歌技法意识增强,江西诗派重视诗歌技法与诗学理论其余选项均不符合文学史实际,中等,,,,0,No,
江西诗派诗歌创作的重要原则之一是,宋,诗歌,5-110 宋代 江西诗派,单选题,讲究法度重视学习前人诗法,完全否定前人诗歌传统,只写现实政治题材,完全依赖口语表达,A,讲究法度重视学习前人诗法,江西诗派强调学习前人诗法并重视诗歌技巧其余选项均不符合文学史事实,中等,,,,0,No,
宋代话本在文学史上的主要体裁属于,宋,小说,5-120 宋代 宋代话本,单选题,白话小说,诗歌,散文,戏曲,A,白话小说,宋代话本是早期白话小说的重要形式其余选项均不正确,简单,,,,0,No,
宋代话本产生的重要社会背景是,宋,小说,5-120 宋代 宋代话本,单选题,城市经济发展和市民文化兴盛,宫廷文学兴盛,佛教文学成为主流,诗歌完全衰落,A,城市经济发展和市民文化兴盛,宋代城市商业繁荣市民阶层扩大推动话本发展其余选项均不符合文学史背景,中等,,,,0,No,
宋代话本在艺术表现上的重要特点之一是,宋,小说,5-120 宋代 宋代话本,单选题,语言通俗情节生动,结构极其简单,完全记录历史事实,只描写宫廷生活,A,语言通俗情节生动,宋代话本语言通俗情节曲折反映市民生活其余选项均不符合其艺术特点,简单,,,,0,No,
宋代话本在中国小说发展史上的重要意义是,宋,小说,5-120 宋代 宋代话本,单选题,为后世章回小说发展奠定基础,确立诗歌格律体系,建立戏曲文学体系,推动词体文学发展,A,为后世章回小说发展奠定基础,宋代话本为明清章回小说提供叙事结构和题材基础其余选项均不符合文学史事实,中等,,,,0,No,
宋词在文学史上的总体发展趋势是,宋,诗歌,5-010 宋代 宋词发展,单选题,由娱乐歌辞逐渐发展为文人抒情文学,逐渐完全消亡,完全模仿唐诗形式,只用于宗教活动,A,由娱乐歌辞逐渐发展为文人抒情文学,宋词在文人参与创作后逐渐成为重要抒情文学体裁其余选项均不符合文学史事实,中等,,,,0,No,
宋词艺术成熟的重要表现之一是,宋,诗歌,5-010 宋代 宋词发展,单选题,表现内容丰富艺术技巧高度发展,只有一种词体形式,完全采用散文结构,只描写爱情题材,A,表现内容丰富艺术技巧高度发展,宋词在题材语言表现技巧方面高度成熟其余选项均不符合文学史事实,中等,,,,0,No,
北宋词坛在文学史上的重要意义之一是,宋,诗歌,5-020 宋代 北宋词坛,单选题,推动词体逐渐成熟并形成多种风格,词体完全衰落,词只用于宫廷音乐,小说取代词成为主流,A,推动词体逐渐成熟并形成多种风格,北宋词坛出现多种词风推动宋词艺术成熟其余选项均不符合文学史事实,中等,,,,0,No,
南宋词坛的重要文学特点之一是,宋,诗歌,5-030 宋代 南宋词坛,单选题,词中多表现家国之思,只写爱情题材,完全脱离现实生活,只写山水景物,A,词中多表现家国之思,南宋词人多表达民族危机与家国情怀其余选项均不符合文学史事实,中等,,,,0,No,
婉约词在宋词艺术中的重要意义是,宋,诗歌,5-040 宋代 婉约词,单选题,形成细腻柔美的抒情传统,建立格律诗体系,发展边塞诗派,推动传奇小说发展,A,形成细腻柔美的抒情传统,婉约词以细腻抒情与柔美语言著称其余选项均不符合文学史事实,中等,,,,0,No,
豪放词在宋词发展中的重要作用是,宋,诗歌,5-050 宋代 豪放词,单选题,扩大词的表现范围与思想内容,使词只用于音乐演唱,限制词的题材,使词逐渐衰落,A,扩大词的表现范围与思想内容,豪放词突破传统婉约词限制扩大表现内容其余选项均不符合文学史事实,中等,,,,0,No,
苏轼词在文学史上的突出贡献之一是,宋,诗歌,5-060 宋代 苏轼词,单选题,使词具有更广阔的思想表达空间,确立婉约词传统,建立词牌体系,发展传奇小说,A,使词具有更广阔的思想表达空间,苏轼突破传统词体限制扩大思想表达空间其余选项均不符合文学史事实,中等,,,,0,No,
辛弃疾词在文学史上的突出价值是,宋,诗歌,5-070 宋代 辛弃疾词,单选题,表现强烈爱国情怀与政治理想,只写爱情生活,完全描写山水景物,只写隐逸生活,A,表现强烈爱国情怀与政治理想,辛弃疾词多表达抗金理想与爱国情怀其余选项均不符合文学史事实,中等,,,,0,No,
李清照词在宋词艺术发展中的意义是,宋,诗歌,5-080 宋代 李清照词,单选题,深化婉约词的艺术表现力,建立豪放词传统,发展边塞诗派,确立格律诗体系,A,深化婉约词的艺术表现力,李清照词在情感表现和艺术技巧上深化婉约词传统其余选项均不符合文学史事实,中等,,,,0,No,
欧阳修散文在宋代文学史上的重要贡献之一是,宋,散文,5-100 宋代 欧阳修散文,单选题,推动古文传统在宋代的发展,建立词牌体系,发展传奇小说,确立豪放词传统,A,推动古文传统在宋代的发展,欧阳修继承并发展唐代古文传统使宋代散文达到新的艺术高度其余选项均不符合文学史事实,中等,,,,0,No,
